submission_id,why_drink,why_drink_other
oAV81e,I need the ritual,NULL
PABZYx,It tastes good,NULL
PABZYx,I need the caffeine,NULL
PABZWb,It tastes good,NULL
PABZWb,I need the caffeine,NULL
PABZWb,I need the ritual,NULL
XeB6v4,It tastes good,NULL
XeB6v4,I need the ritual,NULL
9dJAxQ,It tastes good,NULL
9dJAxQ,I need the caffeine,NULL
DVvRE5,It tastes good,NULL
DVvRE5,I need the ritual,NULL
lNl87X,It tastes good,NULL
lNl87X,I need the caffeine,NULL
lNl87X,I need the ritual,NULL
lNl87X,It makes me go to the bathroom,NULL
eBxgye,It tastes good,NULL
eBxgye,I need the caffeine,NULL
eBxgye,I need the ritual,NULL
aBrpgq,It tastes good,NULL
aBrpgq,I need the caffeine,NULL
OABxrR,I need the caffeine,NULL
OABxrR,It tastes good,NULL
OABxrR,I need the ritual,NULL
WApajv,NULL,NULL
1r2QxQ,It tastes good,NULL
AlbM9z,It tastes good,NULL
AlbM9z,I need the ritual,NULL
AlbM9z,I need the caffeine,NULL
8dpbWO,It tastes good,NULL
8dpbWO,It makes me go to the bathroom,NULL
8dpbWO,I need the ritual,NULL
7d97zA,It tastes good,NULL
24x9zV,I need the caffeine,NULL
24x9zV,It tastes good,NULL
VZ1W9j,NULL,NULL
rlr8YN,It tastes good,NULL
rlr8YN,I need the caffeine,NULL
rlr8YN,I need the ritual,NULL
xdN80d,It tastes good,NULL
xdN80d,I need the caffeine,NULL
1r2QgW,It tastes good,NULL
EPbo64,It tastes good,NULL
EPbo64,I need the caffeine,NULL
EPbo64,I need the ritual,NULL
qbE877,I need the ritual,NULL
qbE877,It tastes good,NULL
KMBrGV,It tastes good,NULL
KMBrGV,I need the caffeine,NULL
6dQ6WY,It tastes good,NULL
6dQ6WY,I need the ritual,NULL
EPboA4,I need the ritual,NULL
PABZy5,It tastes good,NULL
PABZy5,I need the ritual,NULL
ZdRbgz,I need the caffeine,NULL
ZdRbgz,It tastes good,NULL
EPbo6r,It tastes good,NULL
6dQ6zB,It tastes good,NULL
6dQ6zB,I need the caffeine,NULL
6dQ6zB,I need the ritual,NULL
LdM4Ey,It tastes good,NULL
LdM4Ey,I need the ritual,NULL
ylq8gg,I need the caffeine,NULL
ylq8gg,It tastes good,NULL
ylq8gg,I need the ritual,NULL
42NlOY,It tastes good,NULL
42NlOY,I need the ritual,NULL
MAdjPM,I need the ritual,NULL
MAdjPM,It tastes good,NULL
8dpb5O,It tastes good,NULL
8dpb5O,I need the caffeine,NULL
8dpb5O,I need the ritual,NULL
1r2QRl,It tastes good,NULL
1r2QRl,I need the caffeine,NULL
1r2QRl,It makes me go to the bathroom,NULL
jB985Q,It tastes good,NULL
jB985Q,I need the caffeine,NULL
J2kEBo,I need the caffeine,NULL
eBxgvk,It tastes good,NULL
eBxgvk,I need the ritual,NULL
7d97jZ,It tastes good,NULL
dY2JzK,I need the ritual,NULL
dY2JzK,I need the caffeine,NULL
dY2JzK,It tastes good,NULL
dY2JzK,It makes me go to the bathroom,NULL
PABZe5,It tastes good,NULL
PABZe5,I need the caffeine,NULL
J2kEGo,I need the caffeine,NULL
J2kEGo,It tastes good,NULL
ylq8zx,It tastes good,NULL
ylq8zx,I need the caffeine,NULL
ylq8zx,I need the ritual,NULL
WApapR,NULL,NULL
xdN8z5,It tastes good,My wife and I are both coffee professionals
xdN8z5,Other,My wife and I are both coffee professionals
NAB2dj,It tastes good,NULL
ylq81x,It tastes good,NULL
vNx8zD,I need the ritual,I like hanging out in coffee shops
vNx8zD,Other,I like hanging out in coffee shops
vNx8zD,It tastes good,I like hanging out in coffee shops
oAV8zP,It tastes good,NULL
oAV8zP,I need the caffeine,NULL
oAV8zP,I need the ritual,NULL
QABNkG,It tastes good,NULL
QABNkG,I need the caffeine,NULL
8dpbDA,NULL,NULL
YZz760,NULL,NULL
PABZqd,It tastes good,NULL
PABZqd,I need the caffeine,NULL
oAV8LX,It tastes good,NULL
oAV8LX,I need the caffeine,NULL
oAV8LX,I need the ritual,NULL
oAV8LX,It makes me go to the bathroom,NULL
XeB6Pd,It tastes good,NULL
XeB6Pd,I need the caffeine,NULL
XeB6Pd,I need the ritual,NULL
AlbMRB,It tastes good,NULL
AlbMRB,I need the caffeine,NULL
jB98XR,It tastes good,NULL
jB98XR,I need the caffeine,NULL
NAB2Zb,I need the ritual,NULL
aBrpMy,It tastes good,NULL
aBrpMy,I need the caffeine,NULL
aBrpMy,I need the ritual,NULL
OABxKK,It tastes good,NULL
OABxKK,I need the caffeine,NULL
pLPYlP,NULL,NULL
EPbooq,It tastes good,NULL
XeB6je,NULL,NULL
PABZq0,It tastes good,NULL
PABZq0,I need the caffeine,NULL
GrBOE2,It tastes good,NULL
GrBOE2,I need the caffeine,NULL
pLPYYZ,It tastes good,NULL
pLPYYZ,I need the ritual,NULL
pLPYYZ,I need the caffeine,NULL
GrBOVj,It tastes good,NULL
GrBOVj,I need the caffeine,NULL
GrBOVj,I need the ritual,NULL
DVvROb,NULL,NULL
rlr8Z5,It tastes good,NULL
rlr8Z5,I need the caffeine,NULL
KMBr2M,It tastes good,NULL
KMBr2M,I need the caffeine,NULL
kYR8BJ,It tastes good,NULL
kYR8BJ,I need the ritual,NULL
aBrpJ9,It tastes good,NULL
aBrpJ9,I need the ritual,NULL
bl41a0,I need the ritual,NULL
bl41a0,I need the caffeine,NULL
bl41a0,It tastes good,NULL
RzBqyp,I need the ritual,NULL
RzBqyp,It tastes good,NULL
1r2Q0M,It tastes good,NULL
1r2Q0M,It makes me go to the bathroom,NULL
1r2Q0M,I need the caffeine,NULL
GrBOO2,It tastes good,NULL
jB98V6,I need the ritual,NULL
jB98V6,It tastes good,NULL
jB98V6,I need the caffeine,NULL
QABNpg,It tastes good,NULL
QABNpg,I need the caffeine,NULL
QABNpg,I need the ritual,NULL
DVvR6j,It tastes good,NULL
DVvR6j,I need the ritual,NULL
xdN8q9,It tastes good,NULL
xdN8q9,I need the caffeine,NULL
xdN8W9,It tastes good,NULL
9dJAzX,NULL,NULL
rlr8ep,It tastes good,NULL
WApa4L,It tastes good,NULL
WApa4L,I need the ritual,NULL
lNl8pV,I need the caffeine,NULL
lNl8pV,I need the ritual,NULL
lNl8pV,It tastes good,NULL
9dJAbX,It tastes good,NULL
9dJAbX,I need the caffeine,NULL
9dJAbX,I need the ritual,NULL
9dJAbX,It makes me go to the bathroom,NULL
zKQ8A1,It tastes good,NULL
zKQ8A1,I need the caffeine,NULL
zKQ8A1,I need the ritual,NULL
QABNP1,It tastes good,NULL
pLPYEE,It tastes good,NULL
GrBOMQ,I need the caffeine,NULL
GrBOMQ,I need the ritual,NULL
GrBOMQ,It makes me go to the bathroom,NULL
GrBOMQ,It tastes good,NULL
RzBqpQ,It tastes good,NULL
24x9MM,It tastes good,NULL
7d9rX0,It tastes good,NULL
7d9rX0,I need the ritual,NULL
YZz72z,It tastes good,NULL
42Nl0b,It tastes good,NULL
42Nl0b,It makes me go to the bathroom,NULL
42Nl0b,I need the ritual,NULL
42Nl0b,I need the caffeine,NULL
lNl8JX,I need the ritual,NULL
xdN8kd,It tastes good,NULL
VZ1WWE,It tastes good,NULL
VZ1WWE,I need the caffeine,NULL
bl4QV6,I need the caffeine,NULL
LdM4xG,I need the ritual,NULL
LdM4xG,It makes me go to the bathroom,NULL
LdM4xG,I need the caffeine,NULL
VZ1OLj,It tastes good,NULL
VZ1OLj,I need the caffeine,NULL
KMBrrk,I need the ritual,NULL
KMBrrk,It tastes good,NULL
5dqaWQ,I need the caffeine,NULL
5dqaWQ,It tastes good,NULL
5dqaWQ,I need the ritual,NULL
5dqaWQ,It makes me go to the bathroom,NULL
NAB22W,It tastes good,NULL
NAB22W,I need the ritual,NULL
eBxWZx,I need the ritual,NULL
eBxWZx,It tastes good,NULL
OABxOM,It tastes good,NULL
lNl825,It tastes good,NULL
lNl825,I need the caffeine,NULL
EPboy2,It tastes good,NULL
EPboy2,I need the ritual,NULL
LdM48z,It tastes good,NULL
LdM48z,I need the caffeine,NULL
LdM48z,I need the ritual,NULL
KMBKYX,It tastes good,NULL
KMBKYX,I need the caffeine,NULL
NAB21W,I need the ritual,NULL
NAB21W,I need the caffeine,NULL
NAB21W,It tastes good,NULL
42NlMo,It tastes good,NULL
42NlMo,I need the ritual,NULL
BGbJv4,It tastes good,NULL
rlr8No,It makes me go to the bathroom,NULL
rlr8No,It tastes good,NULL
24xGEe,It tastes good,NULL
24xGEe,I need the caffeine,NULL
24xGEe,I need the ritual,NULL
lNlkBN,It tastes good,NULL
eBxWae,It tastes good,NULL
eBxWae,I need the caffeine,NULL
eBxWae,I need the ritual,NULL
WApavR,It tastes good,NULL
WApavR,I need the caffeine,NULL
WApavR,I need the ritual,NULL
1r2o9p,It tastes good,NULL
1r2o9p,I need the ritual,NULL
1r2o9p,I need the caffeine,NULL
OABM7R,It tastes good,NULL
OABM7R,I need the ritual,NULL
aBrqOX,It tastes good,NULL
aBrqOX,I need the caffeine,NULL
aBrqOX,It makes me go to the bathroom,NULL
qbE1GG,It tastes good,NULL
qbE1GG,I need the caffeine,NULL
qbE1GG,I need the ritual,NULL
8dp4aP,It tastes good,NULL
8dp4aP,I need the ritual,NULL
8dp4aP,I need the caffeine,NULL
0EjR7j,It tastes good,NULL
0EjR7j,I need the caffeine,NULL
YZz7EN,It tastes good,NULL
YZz7EN,I need the caffeine,NULL
OABxRk,It tastes good,NULL
OABxRk,I need the caffeine,NULL
OABxRk,I need the ritual,NULL
AlbMgN,It tastes good,NULL
AlbMgN,I need the ritual,NULL
lNlk6k,NULL,NULL
OABxWM,It tastes good,NULL
OABxWM,I need the caffeine,NULL
xdN5Yy,I need the caffeine,NULL
xdN5Yy,It tastes good,NULL
xdN5Yy,I need the ritual,NULL
AlbMYB,It tastes good,NULL
AlbMYB,I need the caffeine,NULL
AlbMYB,It makes me go to the bathroom,NULL
ylq5Jg,It tastes good,NULL
VZ1WRj,It tastes good,NULL
jB9Ala,It tastes good,NULL
jB9Ala,I need the caffeine,NULL
YZzl4B,It tastes good,NULL
YZzl4B,I need the caffeine,NULL
J2kvz4,It tastes good,NULL
J2kvz4,I need the ritual,NULL
oAV8W5,It tastes good,NULL
oAVLGe,It tastes good,NULL
oAVLGe,I need the caffeine,NULL
oAVLGe,I need the ritual,NULL
KMBKlA,It tastes good,NULL
6dQEDY,I need the ritual,NULL
1r2o7Q,It tastes good,NULL
1r2oVQ,It tastes good,NULL
1r2oVQ,I need the caffeine,NULL
1r2oVQ,I need the ritual,NULL
0EjR8y,It tastes good,NULL
0EjR8y,I need the ritual,NULL
0EjR8y,I need the caffeine,NULL
LdMLzp,It tastes good,NULL
LdMLzp,I need the ritual,NULL
LdML7p,It tastes good,NULL
LdML7p,I need the ritual,NULL
jB9Ab4,It tastes good,NULL
jB9Ab4,I need the caffeine,NULL
aBrq4B,It tastes good,NULL
DVv6Nq,It tastes good,NULL
DVv6pR,It tastes good,NULL
DVv6pR,I need the caffeine,NULL
rlrMON,It tastes good,NULL
g5N6Ml,It tastes good,NULL
g5N6Ml,I need the ritual,NULL
NAB1oB,It tastes good,NULL
VZ1Ojy,It tastes good,NULL
VZ1Ojy,I need the caffeine,NULL
VZ1Ojy,I need the ritual,NULL
dY2exq,It tastes good,NULL
dY2exq,I need the caffeine,NULL
RzByo9,It tastes good,NULL
RzByo9,I need the ritual,NULL
rlrMoN,NULL,NULL
XeBP4g,I need the caffeine,NULL
XeBP4g,It tastes good,NULL
XeBP4g,I need the ritual,NULL
XeBP4g,It makes me go to the bathroom,NULL
DVv6qN,NULL,NULL
vNx5P0,It tastes good,NULL
vNx5P0,I need the ritual,NULL
6dQEZk,It tastes good,It sparks joy
6dQEZk,Other,It sparks joy
qbE1d7,NULL,NULL
bl4QeL,It tastes good,NULL
bl4QeL,I need the ritual,NULL
PABJ55,It tastes good,NULL
aBrq9b,It tastes good,NULL
LdMLPv,It tastes good,NULL
LdMLPv,I need the caffeine,NULL
qbE1VY,It tastes good,NULL
qbE1VY,I need the caffeine,NULL
qbE1VY,I need the ritual,NULL
oAVLEx,It tastes good,NULL
oAVLEx,It makes me go to the bathroom,NULL
PABJ1V,It tastes good,NULL
PABJ1V,I need the caffeine,NULL
0EjR6N,It tastes good,NULL
0EjR6N,I need the caffeine,NULL
0EjR6N,I need the ritual,NULL
BGbW75,It tastes good,NULL
8dp4L5,It tastes good,NULL
8dp4L5,I need the caffeine,NULL
8dp4L5,It makes me go to the bathroom,NULL
GrBARZ,It tastes good,NULL
GrBARZ,I need the ritual,NULL
rlrMBR,It tastes good,NULL
rlrMBR,It makes me go to the bathroom,NULL
J2kEvY,NULL,NULL
GrBAve,It tastes good,NULL
GrBAve,I need the ritual,NULL
g5N6qO,It tastes good,NULL
g5N6qO,I need the caffeine,NULL
J2kvOo,It tastes good,NULL
GrBAlp,It tastes good,NULL
GrBAlp,I need the caffeine,NULL
GrBAlp,I need the ritual,NULL
7d9r2P,It tastes good,NULL
7d9r2P,I need the caffeine,NULL
1r2odl,It tastes good,NULL
J2kvdR,It tastes good,NULL
J2kvdR,I need the ritual,NULL
J2kvdR,I need the caffeine,NULL
jB9APx,It tastes good,NULL
jB9APx,I need the caffeine,NULL
jB9APx,I need the ritual,NULL
DVv6kZ,It tastes good,NULL
xdN8Ok,I need the ritual,NULL
NAB1qO,It tastes good,NULL
NAB1qO,I need the caffeine,NULL
NAB1qO,I need the ritual,NULL
GrBA9Z,It tastes good,NULL
bl4Qdg,It tastes good,NULL
bl4Qdg,I need the caffeine,NULL
5dqPZo,It tastes good,NULL
5dqPZo,I need the caffeine,NULL
J2kEyz,It tastes good,NULL
J2kEyz,I need the caffeine,NULL
J2kEyz,I need the ritual,NULL
jB98j9,It tastes good,NULL
jB98j9,I need the ritual,NULL
DVv67R,It tastes good,NULL
DVv67R,It makes me go to the bathroom,NULL
QABlV8,It tastes good,NULL
QABlV8,I need the ritual,NULL
QABlV8,I need the caffeine,NULL
QABlV8,It makes me go to the bathroom,NULL
LdMLpj,It tastes good,NULL
LdMLpj,I need the ritual,NULL
42NVrX,It tastes good,NULL
42NVrX,I need the caffeine,NULL
VZ1OpM,It tastes good,NULL
VZ1OpM,I need the ritual,NULL
VZ1OpM,I need the caffeine,NULL
42NlWr,It tastes good,NULL
42NlWr,I need the caffeine,NULL
KMBKV8,It tastes good,NULL
KMBKV8,I need the ritual,NULL
aBrq6q,It tastes good,NULL
aBrq6q,I need the caffeine,NULL
aBrq6q,I need the ritual,NULL
oAVLeP,NULL,NULL
YZzlPW,I need the ritual,NULL
YZzlPW,It tastes good,NULL
zKQ5jM,It tastes good,It smells nice
zKQ5jM,I need the caffeine,It smells nice
zKQ5jM,I need the ritual,It smells nice
zKQ5jM,It makes me go to the bathroom,It smells nice
zKQ5jM,Other,It smells nice
XeBPJY,It tastes good,NULL
XeBPJY,I need the caffeine,NULL
XeBPJY,I need the ritual,NULL
kYRB61,It tastes good,NULL
kYRB61,I need the caffeine,NULL
kYRB61,I need the ritual,NULL
zKQ5y0,It tastes good,NULL
RzBy5d,It tastes good,NULL
RzBy5d,I need the caffeine,NULL
RzBy5d,I need the ritual,NULL
ZdRrNy,It tastes good,NULL
ZdRrNy,I need the caffeine,NULL
6dQE7B,It tastes good,NULL
6dQE7B,I need the caffeine,NULL
6dQE7B,I need the ritual,NULL
0EjRey,It tastes good,NULL
0EjRey,I need the caffeine,NULL
0EjRey,I need the ritual,NULL
QABlDp,I need the caffeine,NULL
QABlDp,It tastes good,NULL
QABlDp,I need the ritual,NULL
24xGB9,I need the caffeine,NULL
24xGB9,It tastes good,NULL
EPb7QX,It tastes good,NULL
EPb7QX,I need the ritual,NULL
qbE1AY,It tastes good,NULL
qbE1AY,I need the ritual,NULL
qbE1AY,I need the caffeine,NULL
RzByD9,It tastes good,NULL
RzByD9,I need the caffeine,NULL
42NVQY,It tastes good,NULL
42NVQY,It makes me go to the bathroom,NULL
EPb7XX,It tastes good,NULL
Albe2z,It tastes good,NULL
Albe2z,I need the caffeine,NULL
Albe2z,I need the ritual,NULL
PABJ9V,It tastes good,NULL
PABJ9V,I need the caffeine,NULL
rlrM5R,It tastes good,NULL
rlrM5R,I need the ritual,NULL
kYR8Pj,It tastes good,NULL
kYR8Pj,I need the ritual,NULL
J2kvqK,It tastes good,NULL
J2kvqK,I need the caffeine,NULL
J2kv1K,It tastes good,NULL
J2kv1K,I need the caffeine,NULL
J2kv1K,I need the ritual,NULL
J2kv1K,It makes me go to the bathroom,NULL
PABJpB,It tastes good,NULL
EPb7l4,I need the ritual,NULL
EPb7l4,It tastes good,NULL
XeBP0j,It tastes good,NULL
vNx5Yv,It tastes good,NULL
vNx5Yv,I need the ritual,NULL
vNx5Yv,I need the caffeine,NULL
NAB1WB,It tastes good,NULL
NAB1WB,I need the caffeine,NULL
NAB1WB,I need the ritual,NULL
42NV8k,It tastes good,NULL
42NV8k,I need the caffeine,NULL
42NV8k,I need the ritual,NULL
VZ1OQg,It tastes good,Nostalgia
VZ1OQg,I need the ritual,Nostalgia
VZ1OQg,Other,Nostalgia
VZ1OQg,It tastes good,comfort
VZ1OQg,I need the ritual,comfort
VZ1OQg,Other,comfort
LdMLWj,It tastes good,NULL
LdMLWj,I need the ritual,NULL
LdMLKv,It tastes good,NULL
LdMLKv,I need the caffeine,NULL
LdMLKv,It makes me go to the bathroom,NULL
zKQ5Ya,It makes me go to the bathroom,NULL
pLPpoJ,It tastes good,NULL
pLPpoJ,I need the caffeine,NULL
lNlkqv,It tastes good,interesting to explore
lNlkqv,Other,interesting to explore
GrBO2O,It tastes good,NULL
GrBO2O,I need the caffeine,NULL
KMBK1A,I need the caffeine,NULL
KMBK1A,I need the ritual,NULL
dY2e9o,It tastes good,I enjoy comparing
dY2e9o,I need the ritual,I enjoy comparing
9dJjQp,It tastes good,NULL
9dJjQp,I need the caffeine,NULL
9dJjQp,I need the ritual,NULL
QABl58,It tastes good,NULL
QABl58,I need the caffeine,NULL
QABl58,I need the ritual,NULL
BGbWk5,It tastes good,NULL
BGbWk5,I need the ritual,NULL
24xGPj,It tastes good,NULL
0EjRdB,It tastes good,NULL
0EjRdB,I need the caffeine,NULL
RzByPd,It tastes good,NULL
RzByPd,I need the caffeine,NULL
RzByPd,I need the ritual,NULL
RzBq9P,It tastes good,NULL
PABJ65,It tastes good,NULL
PABJ65,I need the caffeine,NULL
oAVLRP,It tastes good,NULL
oAVLRP,I need the ritual,NULL
24xGPL,I need the caffeine,NULL
rlr84L,It tastes good,NULL
rlr84L,I need the ritual,NULL
VZ1O0v,It tastes good,NULL
VZ1O0v,I need the ritual,NULL
8dp4xO,It tastes good,NULL
8dp4xO,I need the caffeine,NULL
bl4QWL,It tastes good,the smellllllllllllll
bl4QWL,I need the ritual,the smellllllllllllll
bl4QWL,Other,the smellllllllllllll
qbE1a9,It tastes good,NULL
qbE1a9,I need the ritual,NULL
qbE1a9,I need the caffeine,NULL
VZ1O5J,It tastes good,NULL
VZ1O5J,I need the caffeine,NULL
rlrMPl,It makes me go to the bathroom,NULL
rlrMPl,I need the caffeine,NULL
EPb7XN,It tastes good,NULL
dY2e0o,It tastes good,NULL
dY2e0o,I need the ritual,NULL
lNlkyB,It tastes good,NULL
lNlkyB,I need the ritual,NULL
BGbJo7,It tastes good,it's meditative and a great hobby
BGbJo7,Other,it's meditative and a great hobby
xdN5ay,It tastes good,NULL
xdN5ay,I need the caffeine,NULL
xdN5ay,I need the ritual,NULL
GrBAdp,It tastes good,NULL
BGbWxQ,It tastes good,NULL
BGbWxQ,I need the caffeine,NULL
BGbWxQ,I need the ritual,NULL
MAdpzp,It tastes good,NULL
MAdpzp,I need the caffeine,NULL
MAdpzp,I need the ritual,NULL
MAdpzp,It makes me go to the bathroom,NULL
RzBy0J,It tastes good,NULL
PABJ1e,It tastes good,NULL
PABJ1e,I need the caffeine,NULL
XeBPWj,It tastes good,NULL
XeBPWj,I need the caffeine,NULL
g5N6Gl,It tastes good,To explore flavors
g5N6Gl,Other,To explore flavors
jB9AZJ,It tastes good,NULL
jB9AZJ,I need the caffeine,NULL
jB9AZJ,I need the ritual,NULL
g5N6e4,It tastes good,NULL
g5N6e4,I need the caffeine,NULL
g5N6e4,I need the ritual,NULL
0Ejq9Q,It tastes good,NULL
0Ejq9Q,I need the ritual,NULL
xdN8EG,It tastes good,NULL
zKQ5Da,It tastes good,NULL
zKQ5Da,I need the caffeine,NULL
zKQ5Da,I need the ritual,NULL
zKQ5Da,It makes me go to the bathroom,NULL
xdN5Xv,It tastes good,NULL
xdN5Xv,I need the ritual,NULL
24xGAj,It tastes good,NULL
24xGAj,I need the ritual,NULL
lNl8j5,It tastes good,NULL
lNl8j5,I need the caffeine,NULL
lNl8j5,I need the ritual,NULL
YZz7Nv,I need the caffeine,NULL
YZz7Nv,It tastes good,NULL
YZz7Nv,It makes me go to the bathroom,NULL
VZ1OEj,It tastes good,NULL
VZ1OEj,I need the caffeine,NULL
oAVLAV,NULL,NULL
vNx52A,NULL,NULL
bl4Qlo,It tastes good,NULL
PABJ0Q,NULL,NULL
42NVkO,I need the caffeine,NULL
9dJjdY,It tastes good,NULL
9dJjdY,I need the caffeine,NULL
WApV0J,It tastes good,NULL
1r2oEM,It tastes good,NULL
1r2oEM,I need the ritual,NULL
1r2oEM,I need the caffeine,NULL
1r2oEM,It makes me go to the bathroom,NULL
jB9AME,It tastes good,NULL
GrBAro,It tastes good,NULL
KMBK67,It tastes good,NULL
KMBK67,I need the ritual,NULL
KMBK67,It makes me go to the bathroom,NULL
xdN5QG,It tastes good,NULL
XeBPe4,It tastes good,NULL
XeBPe4,It makes me go to the bathroom,NULL
8dp4kx,It tastes good,NULL
8dp4kx,I need the ritual,NULL
EPb71N,It tastes good,NULL
EPb71N,I need the caffeine,NULL
EPb71N,I need the ritual,NULL
qbE1Wd,NULL,NULL
eBxWBO,It tastes good,NULL
eBxWBO,I need the ritual,NULL
6dQExe,It tastes good,NULL
6dQExe,I need the caffeine,NULL
24xGrp,It tastes good,NULL
0EjRbQ,NULL,NULL
5dqP2M,It tastes good,NULL
5dqP2M,I need the caffeine,NULL
5dqP2M,I need the ritual,NULL
QABlrg,It tastes good,NULL
QABlrg,I need the ritual,NULL
QABlrg,It makes me go to the bathroom,NULL
xdN5Qo,I need the caffeine,NULL
xdN5Qo,It tastes good,NULL
xdN5Qo,I need the ritual,NULL
MAdpJg,NULL,NULL
vNx5AQ,I need the caffeine,NULL
YZzldq,It tastes good,NULL
YZzldq,I need the caffeine,NULL
RzByYp,NULL,NULL
zKQ5zq,It tastes good,NULL
zKQ5zq,I need the ritual,NULL
5dqPkd,It tastes good,NULL
dY2eZN,NULL,NULL
1r2ovO,It tastes good,NULL
1r2ovO,I need the caffeine,NULL
1r2ovO,I need the ritual,NULL
PABJB0,It tastes good,NULL
PABJB0,I need the ritual,NULL
AlbeDW,It tastes good,NULL
AlbeDW,I need the caffeine,NULL
GrBA1o,It tastes good,NULL
GrBA1o,I need the caffeine,NULL
6dQE15,It tastes good,NULL
6dQE15,I need the caffeine,NULL
6dQE15,I need the ritual,NULL
LdMLG1,It tastes good,NULL
LdMLG1,I need the caffeine,NULL
LdMLG1,I need the ritual,NULL
LdMLG1,It makes me go to the bathroom,NULL
LdML0G,It tastes good,NULL
LdML0G,I need the caffeine,NULL
zKQ5Kq,I need the caffeine,NULL
zKQ5Kq,It tastes good,NULL
J2kvJY,It tastes good,NULL
J2kvJY,I need the caffeine,NULL
rlrMVM,It tastes good,NULL
rlrMVM,I need the caffeine,NULL
rlrMVM,I need the ritual,NULL
rlrMVM,It makes me go to the bathroom,NULL
DVv6eb,It tastes good,NULL
5dqPdd,It tastes good,NULL
5dqPdd,I need the caffeine,NULL
5dqPdd,I need the ritual,NULL
RzByLl,It tastes good,NULL
5dqPvP,It tastes good,NULL
5dqPvP,I need the ritual,NULL
YZzlV0,It tastes good,NULL
vNx54A,It tastes good,NULL
XeBPG4,NULL,NULL
jB9ABE,It tastes good,NULL
jB9ABE,I need the ritual,NULL
jB9ABE,It makes me go to the bathroom,NULL
PABJ8P,NULL,NULL
RzBy4J,It tastes good,NULL
jB9AxR,It tastes good,NULL
dY2eYA,I need the caffeine,NULL
dY2eYA,It tastes good,NULL
0EjRJ0,It tastes good,NULL
PABJvP,It tastes good,NULL
PABJvP,I need the caffeine,NULL
PABJvP,I need the ritual,NULL
PABJvP,It makes me go to the bathroom,NULL
DVv60p,It tastes good,NULL
DVv60p,I need the ritual,NULL
rlrMKv,It tastes good,NULL
rlrMKv,I need the caffeine,NULL
rlrMKv,I need the ritual,NULL
9dJjJ4,It tastes good,NULL
oAVL0M,It tastes good,NULL
oAVL0M,I need the caffeine,NULL
vNx5Od,I need the caffeine,NULL
vNx5Od,It tastes good,NULL
QABlYA,I need the ritual,NULL
QABlYA,It tastes good,NULL
24xGkp,It tastes good,NULL
24xGkp,I need the ritual,NULL
7d9roL,It tastes good,NULL
7d9roL,I need the caffeine,NULL
7d9roL,I need the ritual,NULL
lNlkNW,It tastes good,NULL
g5N64N,It tastes good,NULL
g5N64N,I need the ritual,NULL
g5N65d,It tastes good,NULL
g5N65d,I need the ritual,NULL
7d9rdA,It tastes good,NULL
7d9rdA,I need the caffeine,NULL
7d9rdA,I need the ritual,NULL
lNlkL5,It tastes good,NULL
lNlkL5,I need the ritual,NULL
rlrMKM,NULL,NULL
0EjRoQ,It tastes good,NULL
0EjRoQ,I need the caffeine,NULL
0EjRoQ,I need the ritual,NULL
GrBA1j,It tastes good,NULL
qbE1b7,It tastes good,NULL
qbE1b7,I need the caffeine,NULL
qbE1b7,I need the ritual,NULL
oAVLVM,It tastes good,NULL
oAVLVM,I need the caffeine,NULL
oAVLVM,I need the ritual,NULL
RzByRl,It tastes good,NULL
g5N6QK,It tastes good,NULL
g5N6QK,I need the ritual,NULL
g5N6QK,I need the caffeine,NULL
GrBAYz,NULL,NULL
QABlBk,I need the caffeine,NULL
QABlBk,It tastes good,NULL
vNx5NQ,It tastes good,NULL
vNx5NQ,I need the caffeine,NULL
vNx5NQ,I need the ritual,NULL
vNx5NQ,It makes me go to the bathroom,NULL
6dQEro,It tastes good,NULL
6dQEro,I need the ritual,NULL
6dQEro,I need the caffeine,NULL
6dQEro,It makes me go to the bathroom,NULL
eBxWNo,It tastes good,NULL
NAB1MN,I need the caffeine,NULL
NAB1MN,It tastes good,NULL
NAB1MN,I need the ritual,NULL
NAB1MN,It makes me go to the bathroom,NULL
dY2eDy,It tastes good,NULL
dY2eDy,I need the caffeine,NULL
MAdpvE,It tastes good,NULL
MAdp5Y,It tastes good,NULL
MAdp5Y,I need the caffeine,NULL
MAdp5Y,I need the ritual,NULL
9dJjE1,It tastes good,NULL
