submission_id,where_drink
Xe84rd,At home
blYW2Z,"At home, At the office"
NAb78l,"At the office, On the go"
oA5285,"At home, At the office"
eB0aEx,At the office
vNJP54,"At the office, At a cafe, At home, On the go"
RzbPjj,"At home, At a cafe"
oA5GOM,"At home, On the go"
Al4vRB,"At the office, On the go, At a cafe"
9dRQYG,"At home, At the office"
24lNeL,"On the go, At a cafe, At home, At the office"
9dRDjY,At the office
NAb6Pb,"At a cafe, At home, At the office"
dY86Dq,At home
vNJA6l,"At home, At the office"
OAbzv7,"At a cafe, On the go, At home, At the office"
eB0BZq,"At home, At the office, At a cafe"
BGjXPN,At a cafe
9dRdbV,At home
DVx1aR,At home
J2eDgY,At home
GrqJeo,At home
Xe8YXY,"On the go, At the office"
VZbMby,"At home, At a cafe"
RzbJ9v,At home
VZb1Wv,"At home, At a cafe"
qbJoAk,
xdR4ro,At home
PAbvbe,At home
rlJGpv,"At home, On the go, At a cafe"
VZbv6N,"At home, At a cafe"
24l1RL,At home
OAbV78,At home
xdRgQy,"At a cafe, At home"
5de0vv,"On the go, At home, At a cafe"
g5JybJ,At home
42p4kd,"At home, At the office"
42paed,At home
eB0ezx,"At home, At the office, On the go"
Ld69rj,"At the office, At home"
aBaYav,"At home, At the office"
DVZNMN,At home
eBYArx,At home
AljJve,"At home, At a cafe, At the office"
J2WRlr,"At the office, At home, At a cafe, On the go"
7dpxRz,At home
PAGExV,At home
PAG05P,"At the office, At home"
8dRe5Y,At home
RzVLkd,"At home, At a cafe, On the go"
Xe2EGV,"On the go, At a cafe, At home"
42pjyB,"At home, On the go, At the office"
1rpMZg,At the office
GrQL1z,At home
qbkKrG,"At home, At a cafe"
rlkdNv,"At home, At a cafe"
OAoB5M,"At home, At a cafe"
bl62ee,"At home, At a cafe"
GrQYrj,"At home, At the office"
bl6Nr2,"At home, On the go"
YZxV75,"At home, At a cafe"
8dRAxz,"On the go, At home"
BG2jrR,At home
BG2j71,"At home, At the office"
lNMvqk,None of these
5dpOVM,At home
jBkEvR,"At home, At a cafe"
ZdZWkv,"At the office, At home"
dYkpxA,At home
0EDlP0,At home
42pdPB,"At the office, At home"
zK1oKM,"At the office, At home"
24Dylp,"At home, At a cafe"
QAOaNl,At home
KMaZGk,At home
24DYOb,At home
24DYpV,
KMa2YK,"At the office, At home"
dYkJoN,At home
Ld6L9j,"At the office, At a cafe, On the go, At home"
blYxP2,"At home, On the go"
KMaj18,"At home, At a cafe"
24DOYj,"At home, At a cafe, At the office"
dYkydo,"At home, At the office, On the go, At a cafe"
Ld68Ay,At home
RzVOOv,"At a cafe, At home"
yldOGB,"At home, At the office, At a cafe"
oAkX95,At home
Ld6lQ2,"At home, On the go, At the office, At a cafe"
oAkXAP,"At home, At the office"
aBa8l9,"At home, At a cafe"
qbkxdk,"At the office, At home"
lNMoMv,"At home, At the office"
J2Wa7X,At home
J2M1ko,"At home, On the go"
7dMLqa,"At home, At the office, On the go"
42zJob,At home
MAMNrY,"At the office, At home"
eBvrAl,
BG0pZK,At home
VZDzDg,"At home, At the office"
ZdDdjy,"At a cafe, At the office, At home"
pLvp8J,"At a cafe, At home"
J2M4vz,"At home, On the go, At the office"
lNvxGB,"At home, At the office"
jBv18R,At home
42zgZb,"At home, At the office"
BG0OK1,"At home, On the go, At a cafe, At the office"
24o8aA,At home
kYzalJ,"At home, At a cafe"
42OQ7r,At home
NAPD6p,At home
zKdykZ,At home
RzjoPd,At home
jBzo99,At home
Grb9O2,"At home, On the go, At the office, At a cafe"
g5z9gM,At home
OAE5V7,"At home, On the go"
5dVzNP,"At home, At a cafe"
DVaVJ5,"At home, At a cafe"
7dEobZ,"At home, At a cafe"
9d4vR4,
vNzL7d,At home
GrbJYp,At home
Al96kN,"At home, At a cafe"
MAV78l,
Al9jbl,At home
24oDgL,At home
blzzoL,"At home, At the office"
VZNxYM,At home
DVaWjl,"At a cafe, At home, On the go"
KMGOe7,"At home, At a cafe"
blzgY1,"At home, At a cafe"
KMGOjK,"At home, At a cafe"
LdOgG1,At home
yl1GZ8,At home
Zdegkz,"At home, On the go, At a cafe"
BGe5v5,At home
eBz8bE,"At home, At a cafe"
xdz8yk,"At home, At the office"
oAzL9x,At home
0EkEeB,"At home, At the office"
QA4GOY,"On the go, At home"
9d4eBQ,At the office
rlYNrp,"At home, On the go, At the office"
rlqy52,At home
qbN5N7,At home
AlQKkB,"At home, At the office"
8dEazr,"At home, At the office"
DVWzjb,None of these
oAxM95,At the office
lN4RDV,"At home, At the office"
jBEq21,At home
QAEpMA,"At home, On the go"
xd67ZE,At home
WAZarR,
OAVNZK,"At home, At a cafe"
jBEVgx,At home
aBlMgq,"At home, At a cafe"
oAxPWX,At home
qbN99Y,At home
Ldo8Pz,"At home, At a cafe, At the office"
0EAKN6,None of these
J2BN4o,"At the office, At home, At a cafe, On the go"
9dxN61,"At home, At the office"
xdgr4o,At home
LdVpav,"At home, At the office"
BG67VA,"At home, At the office"
Xe90az,"At home, At a cafe, On the go"
1rO7Wp,At home
dYzkGz,At home
kYgAej,At home
1rOvvQ,"At the office, At home, At a cafe"
1rOvMQ,"At home, At the office"
Rz2JQv,At home
ZdWzBV,At home
24VxvM,"At home, At a cafe"
pL54N8,"At home, At the office, At a cafe"
QAjOAg,"At home, At the office"
42EpEY,At home
PA44VP,At home
vNgpPD,At home
g5ggRM,"At a cafe, At home, On the go, At the office"
rlgbDN,At home
0EGYe9,At home
